h,a,s1,s2,f1,f2,c,ogfos,ec1,ec2,ec3,ec4
20.00,20.00,3.00,12.00,30.00,20.00,20.00,1.33,0.00,0.00,0.00,0.00
20.00,20.00,3.00,12.00,30.00,25.00,0.10,1.09,0.00,0.00,0.00,0.00
20.00,20.00,3.00,12.00,30.00,25.00,10.00,1.34,0.00,0.00,0.00,0.00
20.00,20.00,3.00,12.00,30.00,25.00,20.00,1.56,0.00,0.00,0.00,0.00
20.00,20.00,3.00,12.00,35.00,15.00,0.10,0.67,196.91,7053.68,132.24,261.07
20.00,20.00,3.00,12.00,35.00,15.00,10.00,0.89,196.91,4232.21,132.24,261.07
20.00,20.00,3.00,12.00,35.00,15.00,20.00,1.12,0.00,0.00,0.00,0.00
20.00,20.00,3.00,12.00,35.00,20.00,0.10,0.88,196.91,4232.21,132.24,261.07
20.00,20.00,3.00,12.00,35.00,20.00,10.00,1.11,0.00,0.00,0.00,0.00
20.00,20.00,3.00,12.00,35.00,20.00,20.00,1.34,0.00,0.00,0.00,0.00
20.00,20.00,3.00,12.00,35.00,25.00,0.10,1.11,0.00,0.00,0.00,0.00
20.00,20.00,3.00,12.00,35.00,25.00,10.00,1.35,0.00,0.00,0.00,0.00
20.00,20.00,3.00,12.00,35.00,25.00,20.00,1.57,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,25.00,15.00,0.10,0.92,196.91,2821.47,164.93,475.14
20.00,20.00,6.00,3.00,25.00,15.00,10.00,1.28,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,25.00,15.00,20.00,1.63,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,25.00,20.00,0.10,1.14,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,25.00,20.00,10.00,1.50,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,25.00,20.00,20.00,1.72,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,25.00,25.00,0.10,1.31,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,25.00,25.00,10.00,1.55,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,25.00,25.00,20.00,1.75,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,30.00,15.00,0.10,0.99,196.91,1410.74,146.73,280.42
20.00,20.00,6.00,3.00,30.00,15.00,10.00,1.35,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,30.00,15.00,20.00,1.70,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,30.00,20.00,0.10,1.21,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,30.00,20.00,10.00,1.57,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,30.00,20.00,20.00,1.93,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,30.00,25.00,0.10,1.45,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,30.00,25.00,10.00,1.81,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,30.00,25.00,20.00,2.04,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,35.00,15.00,0.10,1.07,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,35.00,15.00,10.00,1.42,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,35.00,15.00,20.00,1.78,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,35.00,20.00,0.10,1.29,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,35.00,20.00,10.00,1.65,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,35.00,20.00,20.00,2.00,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,35.00,25.00,0.10,1.53,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,35.00,25.00,10.00,1.88,0.00,0.00,0.00,0.00
20.00,20.00,6.00,3.00,35.00,25.00,20.00,2.24,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,25.00,15.00,0.10,0.86,196.91,4232.21,164.93,475.14
20.00,20.00,6.00,6.00,25.00,15.00,10.00,1.12,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,25.00,15.00,20.00,1.38,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,25.00,20.00,0.10,1.09,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,25.00,20.00,10.00,1.35,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,25.00,20.00,20.00,1.62,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,25.00,25.00,0.10,1.31,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,25.00,25.00,10.00,1.55,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,25.00,25.00,20.00,1.75,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,30.00,15.00,0.10,0.90,196.91,4232.21,146.73,280.42
20.00,20.00,6.00,6.00,30.00,15.00,10.00,1.16,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,30.00,15.00,20.00,1.43,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,30.00,20.00,0.10,1.14,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,30.00,20.00,10.00,1.40,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,30.00,20.00,20.00,1.66,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,30.00,25.00,0.10,1.39,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,30.00,25.00,10.00,1.65,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,30.00,25.00,20.00,1.91,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,35.00,15.00,0.10,0.95,196.91,2821.47,132.24,261.07
20.00,20.00,6.00,6.00,35.00,15.00,10.00,1.21,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,35.00,15.00,20.00,1.48,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,35.00,20.00,0.10,1.19,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,35.00,20.00,10.00,1.45,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,35.00,20.00,20.00,1.71,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,35.00,25.00,0.10,1.44,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,35.00,25.00,10.00,1.70,0.00,0.00,0.00,0.00
20.00,20.00,6.00,6.00,35.00,25.00,20.00,1.96,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,25.00,15.00,0.10,0.82,196.91,5642.94,164.93,475.14
20.00,20.00,6.00,9.00,25.00,15.00,10.00,1.04,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,25.00,15.00,20.00,1.26,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,25.00,20.00,0.10,1.06,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,25.00,20.00,10.00,1.28,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,25.00,20.00,20.00,1.51,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,25.00,25.00,0.10,1.31,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,25.00,25.00,10.00,1.55,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,25.00,25.00,20.00,1.75,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,30.00,15.00,0.10,0.85,196.91,5642.94,146.73,280.42
20.00,20.00,6.00,9.00,30.00,15.00,10.00,1.07,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,30.00,15.00,20.00,1.29,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,30.00,20.00,0.10,1.09,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,30.00,20.00,10.00,1.31,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,30.00,20.00,20.00,1.54,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,30.00,25.00,0.10,1.36,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,30.00,25.00,10.00,1.58,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,30.00,25.00,20.00,1.80,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,35.00,15.00,0.10,0.89,196.91,4232.21,132.24,261.07
20.00,20.00,6.00,9.00,35.00,15.00,10.00,1.10,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,35.00,15.00,20.00,1.32,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,35.00,20.00,0.10,1.13,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,35.00,20.00,10.00,1.35,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,35.00,20.00,20.00,1.57,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,35.00,25.00,0.10,1.39,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,35.00,25.00,10.00,1.61,0.00,0.00,0.00,0.00
20.00,20.00,6.00,9.00,35.00,25.00,20.00,1.83,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,25.00,15.00,0.10,0.82,196.91,7053.68,164.93,475.14
20.00,20.00,6.00,12.00,25.00,15.00,10.00,1.01,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,25.00,15.00,20.00,1.21,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,25.00,20.00,0.10,1.06,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,25.00,20.00,10.00,1.27,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,25.00,20.00,20.00,1.47,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,25.00,25.00,0.10,1.31,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,25.00,25.00,10.00,1.55,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,25.00,25.00,20.00,1.75,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,30.00,15.00,0.10,0.84,196.91,7053.68,146.73,280.42
20.00,20.00,6.00,12.00,30.00,15.00,10.00,1.04,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,30.00,15.00,20.00,1.24,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,30.00,20.00,0.10,1.09,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,30.00,20.00,10.00,1.30,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,30.00,20.00,20.00,1.49,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,30.00,25.00,0.10,1.36,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,30.00,25.00,10.00,1.57,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,30.00,25.00,20.00,1.77,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,35.00,15.00,0.10,0.87,196.91,7053.68,132.24,261.07
20.00,20.00,6.00,12.00,35.00,15.00,10.00,1.07,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,35.00,15.00,20.00,1.26,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,35.00,20.00,0.10,1.13,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,35.00,20.00,10.00,1.32,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,35.00,20.00,20.00,1.52,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,35.00,25.00,0.10,1.39,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,35.00,25.00,10.00,1.59,0.00,0.00,0.00,0.00
20.00,20.00,6.00,12.00,35.00,25.00,20.00,1.79,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,25.00,15.00,0.10,1.11,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,25.00,15.00,10.00,1.38,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,25.00,15.00,20.00,1.66,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,25.00,20.00,0.10,1.31,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,25.00,20.00,10.00,1.58,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,25.00,20.00,20.00,1.86,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,25.00,25.00,0.10,1.31,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,25.00,25.00,10.00,1.73,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,25.00,25.00,20.00,1.95,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,30.00,15.00,0.10,1.24,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,30.00,15.00,10.00,1.51,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,30.00,15.00,20.00,1.79,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,30.00,20.00,0.10,1.45,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,30.00,20.00,10.00,1.72,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,30.00,20.00,20.00,1.99,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,30.00,25.00,0.10,1.61,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,30.00,25.00,10.00,1.93,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,30.00,25.00,20.00,2.20,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,35.00,15.00,0.10,1.39,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,35.00,15.00,10.00,1.66,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,35.00,15.00,20.00,1.93,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,35.00,20.00,0.10,1.59,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,35.00,20.00,10.00,1.86,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,35.00,20.00,20.00,2.13,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,35.00,25.00,0.10,1.81,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,35.00,25.00,10.00,2.08,0.00,0.00,0.00,0.00
20.00,20.00,9.00,3.00,35.00,25.00,20.00,2.35,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,25.00,15.00,0.10,1.01,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,25.00,15.00,10.00,1.23,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,25.00,15.00,20.00,1.45,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,25.00,20.00,0.10,1.25,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,25.00,20.00,10.00,1.47,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,25.00,20.00,20.00,1.70,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,25.00,25.00,0.10,1.31,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,25.00,25.00,10.00,1.73,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,25.00,25.00,20.00,1.95,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,30.00,15.00,0.10,1.09,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,30.00,15.00,10.00,1.31,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,30.00,15.00,20.00,1.53,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,30.00,20.00,0.10,1.33,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,30.00,20.00,10.00,1.55,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,30.00,20.00,20.00,1.78,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,30.00,25.00,0.10,1.59,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,30.00,25.00,10.00,1.81,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,30.00,25.00,20.00,2.04,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,35.00,15.00,0.10,1.17,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,35.00,15.00,10.00,1.39,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,35.00,15.00,20.00,1.61,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,35.00,20.00,0.10,1.42,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,35.00,20.00,10.00,1.64,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,35.00,20.00,20.00,1.86,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,35.00,25.00,0.10,1.68,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,35.00,25.00,10.00,1.90,0.00,0.00,0.00,0.00
20.00,20.00,9.00,6.00,35.00,25.00,20.00,2.12,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,25.00,15.00,0.10,0.98,196.91,5642.94,164.93,475.14
20.00,20.00,9.00,9.00,25.00,15.00,10.00,1.18,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,25.00,15.00,20.00,1.38,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,25.00,20.00,0.10,1.25,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,25.00,20.00,10.00,1.45,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,25.00,20.00,20.00,1.65,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,25.00,25.00,0.10,1.31,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,25.00,25.00,10.00,1.73,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,25.00,25.00,20.00,1.95,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,30.00,15.00,0.10,1.03,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,30.00,15.00,10.00,1.23,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,30.00,15.00,20.00,1.43,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,30.00,20.00,0.10,1.30,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,30.00,20.00,10.00,1.50,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,30.00,20.00,20.00,1.70,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,30.00,25.00,0.10,1.59,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,30.00,25.00,10.00,1.79,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,30.00,25.00,20.00,1.99,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,35.00,15.00,0.10,1.09,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,35.00,15.00,10.00,1.29,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,35.00,15.00,20.00,1.49,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,35.00,20.00,0.10,1.36,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,35.00,20.00,10.00,1.56,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,35.00,20.00,20.00,1.76,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,35.00,25.00,0.10,1.65,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,35.00,25.00,10.00,1.85,0.00,0.00,0.00,0.00
20.00,20.00,9.00,9.00,35.00,25.00,20.00,2.05,0.00,0.00,0.00,0.00
20.00,20.00,9.00,12.00,25.00,15.00,0.10,0.98,196.91,5642.94,164.93,475.14
20.00,20.00,9.00,12.00,25.00,15.00,10.00,1.17,0.00,0.00,0.00,0.00
20.00,20.00,9.00,12.00,25.00,15.00,20.00,1.36,0.00,0.00,0.00,0.00
20.00,20.00,9.00,12.00,25.00,20.00,0.10,1.25,0.00,0.00,0.00,0.00
20.00,20.00,9.00,12.00,25.00,20.00,10.00,1.45,0.00,0.00,0.00,0.00
20.00,20.00,9.00,12.00,25.00,20.00,20.00,1.65,0.00,0.00,0.00,0.00
20.00,20.00,9.00,12.00,25.00,25.00,0.10,1.31,0.00,0.00,0.00,0.00
20.00,20.00,9.00,12.00,25.00,25.00,10.00,1.73,0.00,0.00,0.00,0.00
20.00,20.00,9.00,12.00,25.00,25.00,20.00,1.95,0.00,0.00,0.00,0.00
20.00,20.00,9.00,12.00,30.00,15.00,0.10,1.03,0.00,0.00,0.00,0.00
20.00,20.00,9.00,12.00,30.00,15.00,10.00,1.21,0.00,0.00,0.00,0.00
20.00,20.00,9.00,12.00,30.00,15.00,20.00,1.40,0.00,0.00,0.00,0.00
20.00,20.00,9.00,12.00,30.00,20.00,0.10,1.30,0.00,0.00,0.00,0.00
20.00,20.00,9.00,12.00,30.00,20.00,10.00,1.50,0.00,0.00,0.00,0.00
20.00,20.00,9.00,12.00,30.00,20.00,20.00,1.69,0.00,0.00,0.00,0.00
